date,game_pk,away_score,away_team,home_team,home_score,win_team,lose_team,win_score,lose_score
2026-04-14,823072,5,Cleveland Guardians,St. Louis Cardinals,6,St. Louis Cardinals,Cleveland Guardians,6,5
2026-04-14,824210,6,Colorado Rockies,Houston Astros,7,Houston Astros,Colorado Rockies,7,6
2026-04-14,823315,1,Seattle Mariners,San Diego Padres,4,San Diego Padres,Seattle Mariners,4,1
2026-04-14,825022,1,Texas Rangers,Athletics,2,Athletics,Texas Rangers,2,1
2026-04-14,823965,1,New York Mets,Los Angeles Dodgers,2,Los Angeles Dodgers,New York Mets,2,1
2026-04-15,824855,8,Arizona Diamondbacks,Baltimore Orioles,5,Arizona Diamondbacks,Baltimore Orioles,8,5
2026-04-15,823071,3,Cleveland Guardians,St. Louis Cardinals,5,St. Louis Cardinals,Cleveland Guardians,5,3
2026-04-15,823722,9,Boston Red Sox,Minnesota Twins,5,Boston Red Sox,Minnesota Twins,9,5
2026-04-15,824291,1,Kansas City Royals,Detroit Tigers,2,Detroit Tigers,Kansas City Royals,2,1
2026-04-15,823399,0,Washington Nationals,Pittsburgh Pirates,2,Pittsburgh Pirates,Washington Nationals,2,0
2026-04-15,824532,3,San Francisco Giants,Cincinnati Reds,8,Cincinnati Reds,San Francisco Giants,8,3
2026-04-15,823477,11,Chicago Cubs,Philadelphia Phillies,2,Chicago Cubs,Philadelphia Phillies,11,2
2026-04-15,823561,4,Los Angeles Angels,New York Yankees,5,New York Yankees,Los Angeles Angels,5,4
2026-04-15,824936,3,Miami Marlins,Atlanta Braves,6,Atlanta Braves,Miami Marlins,6,3
2026-04-15,824615,8,Tampa Bay Rays,Chicago White Sox,3,Tampa Bay Rays,Chicago White Sox,8,3
2026-04-15,823803,1,Toronto Blue Jays,Milwaukee Brewers,2,Milwaukee Brewers,Toronto Blue Jays,2,1
2026-04-15,824209,1,Colorado Rockies,Houston Astros,3,Houston Astros,Colorado Rockies,3,1
2026-04-15,823314,6,Seattle Mariners,San Diego Padres,7,San Diego Padres,Seattle Mariners,7,6
2026-04-15,825021,5,Texas Rangers,Athletics,6,Athletics,Texas Rangers,6,5
2026-04-15,823963,2,New York Mets,Los Angeles Dodgers,8,Los Angeles Dodgers,New York Mets,8,2
2026-04-16,823396,8,Washington Nationals,Pittsburgh Pirates,7,Washington Nationals,Pittsburgh Pirates,8,7
2026-04-16,824530,3,San Francisco Giants,Cincinnati Reds,0,San Francisco Giants,Cincinnati Reds,3,0
2026-04-16,824289,9,Kansas City Royals,Detroit Tigers,10,Detroit Tigers,Kansas City Royals,10,9
2026-04-16,823560,11,Los Angeles Angels,New York Yankees,4,Los Angeles Angels,New York Yankees,11,4
2026-04-16,823801,1,Toronto Blue Jays,Milwaukee Brewers,2,Milwaukee Brewers,Toronto Blue Jays,2,1
2026-04-16,824614,5,Tampa Bay Rays,Chicago White Sox,3,Tampa Bay Rays,Chicago White Sox,5,3
2026-04-16,825023,9,Texas Rangers,Athletics,6,Texas Rangers,Athletics,9,6
2026-04-16,824453,2,Baltimore Orioles,Cleveland Guardians,4,Cleveland Guardians,Baltimore Orioles,4,2
2026-04-16,824208,3,Colorado Rockies,Houston Astros,2,Colorado Rockies,Houston Astros,3,2
2026-04-16,823313,2,Seattle Mariners,San Diego Padres,5,San Diego Padres,Seattle Mariners,5,2
2026-04-17,824693,4,New York Mets,Chicago Cubs,12,Chicago Cubs,New York Mets,12,4
2026-04-17,824454,6,Baltimore Orioles,Cleveland Guardians,4,Baltimore Orioles,Cleveland Guardians,6,4
2026-04-17,823476,9,Atlanta Braves,Philadelphia Phillies,0,Atlanta Braves,Philadelphia Phillies,9,0
2026-04-17,822752,10,San Francisco Giants,Washington Nationals,5,San Francisco Giants,Washington Nationals,10,5
2026-04-17,823397,1,Tampa Bay Rays,Pittsburgh Pirates,5,Pittsburgh Pirates,Tampa Bay Rays,5,1
2026-04-17,823559,2,Kansas City Royals,New York Yankees,4,New York Yankees,Kansas City Royals,4,2
2026-04-17,823883,7,Milwaukee Brewers,Miami Marlins,5,Milwaukee Brewers,Miami Marlins,7,5
2026-04-17,824778,0,Detroit Tigers,Boston Red Sox,1,Boston Red Sox,Detroit Tigers,1,0
2026-04-17,824207,9,St. Louis Cardinals,Houston Astros,4,St. Louis Cardinals,Houston Astros,9,4
2026-04-17,823720,2,Cincinnati Reds,Minnesota Twins,1,Cincinnati Reds,Minnesota Twins,2,1
2026-04-17,824373,7,Los Angeles Dodgers,Colorado Rockies,1,Los Angeles Dodgers,Colorado Rockies,7,1
2026-04-17,824048,0,San Diego Padres,Los Angeles Angels,8,Los Angeles Angels,San Diego Padres,8,0
2026-04-17,823152,5,Texas Rangers,Seattle Mariners,0,Texas Rangers,Seattle Mariners,5,0
2026-04-17,825101,3,Toronto Blue Jays,Arizona Diamondbacks,6,Arizona Diamondbacks,Toronto Blue Jays,6,3
2026-04-17,825019,9,Chicago White Sox,Athletics,2,Chicago White Sox,Athletics,9,2
2026-04-18,823558,4,Kansas City Royals,New York Yankees,13,New York Yankees,Kansas City Royals,13,4
2026-04-18,823721,5,Cincinnati Reds,Minnesota Twins,4,Cincinnati Reds,Minnesota Twins,5,4
2026-04-18,824694,2,New York Mets,Chicago Cubs,4,Chicago Cubs,New York Mets,4,2
2026-04-18,823394,8,Tampa Bay Rays,Pittsburgh Pirates,7,Tampa Bay Rays,Pittsburgh Pirates,8,7
2026-04-18,822751,7,San Francisco Giants,Washington Nationals,6,San Francisco Giants,Washington Nationals,7,6
2026-04-18,825020,6,Chicago White Sox,Athletics,7,Athletics,Chicago White Sox,7,6
2026-04-18,824775,4,Detroit Tigers,Boston Red Sox,1,Detroit Tigers,Boston Red Sox,4,1
2026-04-18,823882,5,Milwaukee Brewers,Miami Marlins,2,Milwaukee Brewers,Miami Marlins,5,2
2026-04-18,824451,2,Baltimore Orioles,Cleveland Guardians,4,Cleveland Guardians,Baltimore Orioles,4,2
2026-04-18,824206,7,St. Louis Cardinals,Houston Astros,5,St. Louis Cardinals,Houston Astros,7,5
2026-04-18,823151,3,Texas Rangers,Seattle Mariners,7,Seattle Mariners,Texas Rangers,7,3
2026-04-18,823474,3,Atlanta Braves,Philadelphia Phillies,1,Atlanta Braves,Philadelphia Phillies,3,1
2026-04-18,824372,3,Los Angeles Dodgers,Colorado Rockies,4,Colorado Rockies,Los Angeles Dodgers,4,3
2026-04-18,825098,2,Toronto Blue Jays,Arizona Diamondbacks,6,Arizona Diamondbacks,Toronto Blue Jays,6,2
2026-04-18,824049,4,San Diego Padres,Los Angeles Angels,1,San Diego Padres,Los Angeles Angels,4,1
2026-04-19,822750,0,San Francisco Giants,Washington Nationals,3,Washington Nationals,San Francisco Giants,3,0
2026-04-19,823393,3,Tampa Bay Rays,Pittsburgh Pirates,6,Pittsburgh Pirates,Tampa Bay Rays,6,3
2026-04-19,823556,0,Kansas City Royals,New York Yankees,7,New York Yankees,Kansas City Royals,7,0
2026-04-19,824452,4,Baltimore Orioles,Cleveland Guardians,8,Cleveland Guardians,Baltimore Orioles,8,4
2026-04-19,823881,3,Milwaukee Brewers,Miami Marlins,5,Miami Marlins,Milwaukee Brewers,5,3
2026-04-19,824205,7,St. Louis Cardinals,Houston Astros,5,St. Louis Cardinals,Houston Astros,7,5
2026-04-19,823718,7,Cincinnati Reds,Minnesota Twins,4,Cincinnati Reds,Minnesota Twins,7,4
2026-04-19,824691,1,New York Mets,Chicago Cubs,2,Chicago Cubs,New York Mets,2,1
2026-04-19,824371,6,Los Angeles Dodgers,Colorado Rockies,9,Colorado Rockies,Los Angeles Dodgers,9,6
2026-04-19,825018,7,Chicago White Sox,Athletics,4,Chicago White Sox,Athletics,7,4
2026-04-19,824047,2,San Diego Padres,Los Angeles Angels,1,San Diego Padres,Los Angeles Angels,2,1
2026-04-19,823150,2,Texas Rangers,Seattle Mariners,5,Seattle Mariners,Texas Rangers,5,2
2026-04-19,825100,10,Toronto Blue Jays,Arizona Diamondbacks,4,Toronto Blue Jays,Arizona Diamondbacks,10,4
2026-04-19,824777,6,Detroit Tigers,Boston Red Sox,2,Detroit Tigers,Boston Red Sox,6,2
2026-04-19,823475,4,Atlanta Braves,Philadelphia Phillies,2,Atlanta Braves,Philadelphia Phillies,4,2
2026-04-20,824776,6,Detroit Tigers,Boston Red Sox,8,Boston Red Sox,Detroit Tigers,8,6
2026-04-20,824450,9,Houston Astros,Cleveland Guardians,2,Houston Astros,Cleveland Guardians,9,2
2026-04-20,822994,6,Cincinnati Reds,Tampa Bay Rays,1,Cincinnati Reds,Tampa Bay Rays,6,1
2026-04-20,823879,3,St. Louis Cardinals,Miami Marlins,5,Miami Marlins,St. Louis Cardinals,5,3
2026-04-20,822749,9,Atlanta Braves,Washington Nationals,4,Atlanta Braves,Washington Nationals,9,4
2026-04-20,824125,7,Baltimore Orioles,Kansas City Royals,5,Baltimore Orioles,Kansas City Royals,7,5
2026-04-20,824692,1,Philadelphia Phillies,Chicago Cubs,5,Chicago Cubs,Philadelphia Phillies,5,1
2026-04-20,824370,12,Los Angeles Dodgers,Colorado Rockies,3,Los Angeles Dodgers,Colorado Rockies,12,3
2026-04-20,824046,5,Toronto Blue Jays,Los Angeles Angels,2,Toronto Blue Jays,Los Angeles Angels,5,2
2026-04-20,823149,6,Athletics,Seattle Mariners,4,Athletics,Seattle Mariners,6,4
2026-04-21,824448,5,Houston Astros,Cleveland Guardians,8,Cleveland Guardians,Houston Astros,8,5
2026-04-21,822995,12,Cincinnati Reds,Tampa Bay Rays,6,Cincinnati Reds,Tampa Bay Rays,12,6
2026-04-21,823880,5,St. Louis Cardinals,Miami Marlins,3,St. Louis Cardinals,Miami Marlins,5,3
2026-04-21,824290,12,Milwaukee Brewers,Detroit Tigers,4,Milwaukee Brewers,Detroit Tigers,12,4
2026-04-21,822747,4,Atlanta Braves,Washington Nationals,11,Washington Nationals,Atlanta Braves,11,4
2026-04-21,824773,4,New York Yankees,Boston Red Sox,0,New York Yankees,Boston Red Sox,4,0
2026-04-21,823640,5,Minnesota Twins,New York Mets,3,Minnesota Twins,New York Mets,5,3
2026-04-21,824127,5,Baltimore Orioles,Kansas City Royals,6,Kansas City Royals,Baltimore Orioles,6,5
2026-04-21,824690,4,Philadelphia Phillies,Chicago Cubs,7,Chicago Cubs,Philadelphia Phillies,7,4
2026-04-21,822914,1,Pittsburgh Pirates,Texas Rangers,5,Texas Rangers,Pittsburgh Pirates,5,1
2026-04-21,824369,1,San Diego Padres,Colorado Rockies,0,San Diego Padres,Colorado Rockies,1,0
2026-04-21,824045,4,Toronto Blue Jays,Los Angeles Angels,2,Toronto Blue Jays,Los Angeles Angels,4,2
2026-04-21,823148,5,Athletics,Seattle Mariners,2,Athletics,Seattle Mariners,5,2
2026-04-21,825099,11,Chicago White Sox,Arizona Diamondbacks,5,Chicago White Sox,Arizona Diamondbacks,11,5
2026-04-21,823236,1,Los Angeles Dodgers,San Francisco Giants,3,San Francisco Giants,Los Angeles Dodgers,3,1
2026-04-22,823878,1,St. Louis Cardinals,Miami Marlins,4,Miami Marlins,St. Louis Cardinals,4,1
2026-04-22,824449,2,Houston Astros,Cleveland Guardians,0,Houston Astros,Cleveland Guardians,2,0
2026-04-22,822993,1,Cincinnati Reds,Tampa Bay Rays,6,Tampa Bay Rays,Cincinnati Reds,6,1
2026-04-22,824123,8,Baltimore Orioles,Kansas City Royals,6,Baltimore Orioles,Kansas City Royals,8,6
2026-04-22,824044,3,Toronto Blue Jays,Los Angeles Angels,7,Los Angeles Angels,Toronto Blue Jays,7,3
2026-04-22,823147,4,Athletics,Seattle Mariners,5,Seattle Mariners,Athletics,5,4
2026-04-22,824286,2,Milwaukee Brewers,Detroit Tigers,5,Detroit Tigers,Milwaukee Brewers,5,2
2026-04-22,822748,8,Atlanta Braves,Washington Nationals,6,Atlanta Braves,Washington Nationals,8,6
2026-04-22,824774,4,New York Yankees,Boston Red Sox,1,New York Yankees,Boston Red Sox,4,1
2026-04-22,823641,2,Minnesota Twins,New York Mets,3,New York Mets,Minnesota Twins,3,2
2026-04-22,824688,2,Philadelphia Phillies,Chicago Cubs,7,Chicago Cubs,Philadelphia Phillies,7,2
2026-04-22,822913,8,Pittsburgh Pirates,Texas Rangers,4,Pittsburgh Pirates,Texas Rangers,8,4
2026-04-22,824367,3,San Diego Padres,Colorado Rockies,8,Colorado Rockies,San Diego Padres,8,3
2026-04-22,825097,7,Chicago White Sox,Arizona Diamondbacks,11,Arizona Diamondbacks,Chicago White Sox,11,7
2026-04-22,823231,0,Los Angeles Dodgers,San Francisco Giants,3,San Francisco Giants,Los Angeles Dodgers,3,0
2026-04-23,822745,7,Atlanta Braves,Washington Nationals,2,Atlanta Braves,Washington Nationals,7,2
2026-04-23,824288,4,Milwaukee Brewers,Detroit Tigers,5,Detroit Tigers,Milwaukee Brewers,5,4
2026-04-23,824689,7,Philadelphia Phillies,Chicago Cubs,8,Chicago Cubs,Philadelphia Phillies,8,7
2026-04-23,824368,10,San Diego Padres,Colorado Rockies,8,San Diego Padres,Colorado Rockies,10,8
2026-04-23,825096,4,Chicago White Sox,Arizona Diamondbacks,1,Chicago White Sox,Arizona Diamondbacks,4,1
2026-04-23,823233,3,Los Angeles Dodgers,San Francisco Giants,0,Los Angeles Dodgers,San Francisco Giants,3,0
2026-04-23,824770,4,New York Yankees,Boston Red Sox,2,New York Yankees,Boston Red Sox,4,2
2026-04-23,823639,8,Minnesota Twins,New York Mets,10,New York Mets,Minnesota Twins,10,8
2026-04-23,822912,1,Pittsburgh Pirates,Texas Rangers,6,Texas Rangers,Pittsburgh Pirates,6,1
2026-04-24,824529,8,Detroit Tigers,Cincinnati Reds,9,Cincinnati Reds,Detroit Tigers,9,8
2026-04-24,824854,3,Boston Red Sox,Baltimore Orioles,10,Baltimore Orioles,Boston Red Sox,10,3
2026-04-24,822827,8,Cleveland Guardians,Toronto Blue Jays,6,Cleveland Guardians,Toronto Blue Jays,8,6
2026-04-24,823638,4,Colorado Rockies,New York Mets,3,Colorado Rockies,New York Mets,4,3
2026-04-24,822992,2,Minnesota Twins,Tampa Bay Rays,6,Tampa Bay Rays,Minnesota Twins,6,2
2026-04-24,824932,3,Philadelphia Phillies,Atlanta Braves,5,Atlanta Braves,Philadelphia Phillies,5,3
2026-04-24,824124,3,Los Angeles Angels,Kansas City Royals,6,Kansas City Royals,Los Angeles Angels,6,3
2026-04-24,824611,4,Washington Nationals,Chicago White Sox,5,Chicago White Sox,Washington Nationals,5,4
2026-04-24,823800,6,Pittsburgh Pirates,Milwaukee Brewers,0,Pittsburgh Pirates,Milwaukee Brewers,6,0
2026-04-24,822909,8,Athletics,Texas Rangers,1,Athletics,Texas Rangers,8,1
2026-04-24,824204,12,New York Yankees,Houston Astros,4,New York Yankees,Houston Astros,12,4
2026-04-24,823069,3,Seattle Mariners,St. Louis Cardinals,2,Seattle Mariners,St. Louis Cardinals,3,2
2026-04-24,823962,6,Chicago Cubs,Los Angeles Dodgers,4,Chicago Cubs,Los Angeles Dodgers,6,4
2026-04-24,823232,9,Miami Marlins,San Francisco Giants,4,Miami Marlins,San Francisco Giants,9,4
2026-04-25,824851,17,Boston Red Sox,Baltimore Orioles,1,Boston Red Sox,Baltimore Orioles,17,1
2026-04-25,823070,11,Seattle Mariners,St. Louis Cardinals,9,Seattle Mariners,St. Louis Cardinals,11,9
2026-04-25,822826,3,Cleveland Guardians,Toronto Blue Jays,5,Toronto Blue Jays,Cleveland Guardians,5,3
2026-04-25,823229,2,Miami Marlins,San Francisco Giants,6,San Francisco Giants,Miami Marlins,6,2
2026-04-25,822989,1,Minnesota Twins,Tampa Bay Rays,6,Tampa Bay Rays,Minnesota Twins,6,1
2026-04-25,824613,6,Washington Nationals,Chicago White Sox,3,Washington Nationals,Chicago White Sox,6,3
2026-04-25,825093,6,San Diego Padres,Arizona Diamondbacks,4,San Diego Padres,Arizona Diamondbacks,6,4
2026-04-25,822910,3,Athletics,Texas Rangers,4,Texas Rangers,Athletics,4,3
2026-04-25,824121,1,Los Angeles Angels,Kansas City Royals,12,Kansas City Royals,Los Angeles Angels,12,1
2026-04-25,824203,8,New York Yankees,Houston Astros,3,New York Yankees,Houston Astros,8,3
2026-04-25,823799,6,Pittsburgh Pirates,Milwaukee Brewers,3,Pittsburgh Pirates,Milwaukee Brewers,6,3
2026-04-25,824527,2,Detroit Tigers,Cincinnati Reds,9,Cincinnati Reds,Detroit Tigers,9,2
2026-04-25,823960,4,Chicago Cubs,Los Angeles Dodgers,12,Los Angeles Dodgers,Chicago Cubs,12,4
2026-04-25,824933,8,Philadelphia Phillies,Atlanta Braves,5,Philadelphia Phillies,Atlanta Braves,8,5
2026-04-26,824852,5,Boston Red Sox,Baltimore Orioles,3,Boston Red Sox,Baltimore Orioles,5,3
2026-04-26,824934,2,Philadelphia Phillies,Atlanta Braves,6,Atlanta Braves,Philadelphia Phillies,6,2
2026-04-26,822824,2,Cleveland Guardians,Toronto Blue Jays,4,Toronto Blue Jays,Cleveland Guardians,4,2
2026-04-26,824528,8,Detroit Tigers,Cincinnati Reds,3,Detroit Tigers,Cincinnati Reds,8,3
2026-04-26,823635,3,Colorado Rockies,New York Mets,1,Colorado Rockies,New York Mets,3,1
2026-04-26,823637,3,Colorado Rockies,New York Mets,0,Colorado Rockies,New York Mets,3,0
2026-04-26,822991,2,Minnesota Twins,Tampa Bay Rays,4,Tampa Bay Rays,Minnesota Twins,4,2
2026-04-26,824612,2,Washington Nationals,Chicago White Sox,1,Washington Nationals,Chicago White Sox,2,1
2026-04-26,824202,4,New York Yankees,Houston Astros,7,Houston Astros,New York Yankees,7,4
2026-04-26,823797,0,Pittsburgh Pirates,Milwaukee Brewers,5,Milwaukee Brewers,Pittsburgh Pirates,5,0
2026-04-26,823068,3,Seattle Mariners,St. Louis Cardinals,2,Seattle Mariners,St. Louis Cardinals,3,2
2026-04-26,822911,2,Athletics,Texas Rangers,1,Athletics,Texas Rangers,2,1
2026-04-26,825094,7,San Diego Padres,Arizona Diamondbacks,12,Arizona Diamondbacks,San Diego Padres,12,7
2026-04-26,823230,3,Miami Marlins,San Francisco Giants,6,San Francisco Giants,Miami Marlins,6,3
2026-04-26,824122,9,Los Angeles Angels,Kansas City Royals,11,Kansas City Royals,Los Angeles Angels,11,9
2026-04-26,823959,0,Chicago Cubs,Los Angeles Dodgers,6,Los Angeles Dodgers,Chicago Cubs,6,0
2026-04-27,824446,3,Tampa Bay Rays,Cleveland Guardians,2,Tampa Bay Rays,Cleveland Guardians,3,2
2026-04-27,823395,4,St. Louis Cardinals,Pittsburgh Pirates,2,St. Louis Cardinals,Pittsburgh Pirates,4,2
2026-04-27,822825,5,Boston Red Sox,Toronto Blue Jays,0,Boston Red Sox,Toronto Blue Jays,5,0
2026-04-27,823719,4,Seattle Mariners,Minnesota Twins,11,Minnesota Twins,Seattle Mariners,11,4
2026-04-27,824609,7,Los Angeles Angels,Chicago White Sox,8,Chicago White Sox,Los Angeles Angels,8,7
2026-04-27,822906,4,New York Yankees,Texas Rangers,2,New York Yankees,Texas Rangers,4,2
2026-04-27,823311,7,Chicago Cubs,San Diego Padres,9,San Diego Padres,Chicago Cubs,9,7
2026-04-27,823961,4,Miami Marlins,Los Angeles Dodgers,5,Los Angeles Dodgers,Miami Marlins,5,4
2026-04-28,824447,1,Tampa Bay Rays,Cleveland Guardians,0,Tampa Bay Rays,Cleveland Guardians,1,0
2026-04-28,824849,3,Houston Astros,Baltimore Orioles,5,Baltimore Orioles,Houston Astros,5,3
2026-04-28,824526,2,Colorado Rockies,Cincinnati Reds,7,Cincinnati Reds,Colorado Rockies,7,2
2026-04-28,823390,11,St. Louis Cardinals,Pittsburgh Pirates,7,St. Louis Cardinals,Pittsburgh Pirates,11,7
2026-04-28,823473,0,San Francisco Giants,Philadelphia Phillies,7,Philadelphia Phillies,San Francisco Giants,7,0
2026-04-28,822823,0,Boston Red Sox,Toronto Blue Jays,3,Toronto Blue Jays,Boston Red Sox,3,0
2026-04-28,823636,0,Washington Nationals,New York Mets,8,New York Mets,Washington Nationals,8,0
2026-04-28,824931,2,Detroit Tigers,Atlanta Braves,5,Atlanta Braves,Detroit Tigers,5,2
2026-04-28,823716,7,Seattle Mariners,Minnesota Twins,1,Seattle Mariners,Minnesota Twins,7,1
2026-04-28,824610,2,Los Angeles Angels,Chicago White Sox,5,Chicago White Sox,Los Angeles Angels,5,2
2026-04-28,823798,2,Arizona Diamondbacks,Milwaukee Brewers,13,Milwaukee Brewers,Arizona Diamondbacks,13,2
2026-04-28,822908,3,New York Yankees,Texas Rangers,2,New York Yankees,Texas Rangers,3,2
2026-04-28,825017,4,Kansas City Royals,Athletics,1,Kansas City Royals,Athletics,4,1
2026-04-28,823310,8,Chicago Cubs,San Diego Padres,3,Chicago Cubs,San Diego Padres,8,3
2026-04-28,823956,2,Miami Marlins,Los Angeles Dodgers,1,Miami Marlins,Los Angeles Dodgers,2,1
2026-04-29,824445,1,Tampa Bay Rays,Cleveland Guardians,3,Cleveland Guardians,Tampa Bay Rays,3,1
2026-04-29,824608,2,Los Angeles Angels,Chicago White Sox,3,Chicago White Sox,Los Angeles Angels,3,2
2026-04-29,823717,5,Seattle Mariners,Minnesota Twins,3,Seattle Mariners,Minnesota Twins,5,3
2026-04-29,822907,0,New York Yankees,Texas Rangers,3,Texas Rangers,New York Yankees,3,0
2026-04-29,822821,1,Boston Red Sox,Toronto Blue Jays,8,Toronto Blue Jays,Boston Red Sox,8,1
2026-04-29,823958,3,Miami Marlins,Los Angeles Dodgers,2,Miami Marlins,Los Angeles Dodgers,3,2
2026-04-29,823312,5,Chicago Cubs,San Diego Padres,4,Chicago Cubs,San Diego Padres,5,4
2026-04-29,824525,13,Colorado Rockies,Cincinnati Reds,2,Colorado Rockies,Cincinnati Reds,13,2
2026-04-29,823392,5,St. Louis Cardinals,Pittsburgh Pirates,4,St. Louis Cardinals,Pittsburgh Pirates,5,4
2026-04-29,823633,14,Washington Nationals,New York Mets,2,Washington Nationals,New York Mets,14,2
2026-04-29,824930,3,Detroit Tigers,Atlanta Braves,4,Atlanta Braves,Detroit Tigers,4,3
2026-04-29,823796,6,Arizona Diamondbacks,Milwaukee Brewers,2,Arizona Diamondbacks,Milwaukee Brewers,6,2
2026-04-29,825015,2,Kansas City Royals,Athletics,5,Athletics,Kansas City Royals,5,2
